"id","user_id","tanggal","permintaan","ketersediaan","harga","berita","created_at","updated_at"
"52","2","9/21/2021","3619","3828","20650","Tetap","2022-07-13","2022-07-13"
"53","2","9/22/2021","6731","3719","19800","Naik","2022-07-13","2022-07-13"
"54","2","9/23/2021","1427","6746","19650","Turun","2022-07-13","2022-07-13"
"55","2","9/24/2021","2385","5226","19650","Naik","2022-07-13","2022-07-13"
"56","2","9/25/2021","7723","7354","20000","Turun","2022-07-13","2022-07-13"
"57","2","9/26/2021","7549","3184","20500","Turun","2022-07-13","2022-07-13"
"58","2","9/27/2021","9441","6975","21400","Tetap","2022-07-13","2022-07-13"
"59","2","9/28/2021","4863","8962","21400","Naik","2022-07-13","2022-07-13"
"60","2","9/29/2021","6600","3133","21000","Tetap","2022-07-13","2022-07-13"
"61","2","9/30/2021","6007","7682","21150","Tetap","2022-07-13","2022-07-13"
"62","2","10/1/2021","2537","4480","21650","Naik","2022-07-13","2022-07-13"
"63","2","10/2/2021","9475","3999","22000","Turun","2022-07-13","2022-07-13"
"64","2","10/3/2021","1748","6818","22500","Naik","2022-07-13","2022-07-13"
"65","2","10/4/2021","1777","9122","24650","Turun","2022-07-13","2022-07-13"
"66","2","10/5/2021","3259","3678","24400","Turun","2022-07-13","2022-07-13"
"67","2","10/6/2021","7881","4259","24800","Tetap","2022-07-13","2022-07-13"
"68","2","10/7/2021","5854","4664","25150","Naik","2022-07-13","2022-07-13"
"69","2","10/8/2021","5553","3208","25400","Tetap","2022-07-13","2022-07-13"
"70","2","10/9/2021","6581","2247","25200","Tetap","2022-07-13","2022-07-13"
"71","2","10/10/2021","9491","5779","25700","Naik","2022-07-13","2022-07-13"
"72","2","10/11/2021","5458","7341","25500","Turun","2022-07-13","2022-07-13"
"73","2","10/12/2021","1919","3950","25500","Naik","2022-07-13","2022-07-13"
"74","2","10/13/2021","6251","1717","25200","Turun","2022-07-13","2022-07-13"
"75","2","10/14/2021","5429","6291","25500","Turun","2022-07-13","2022-07-13"
"76","2","10/15/2021","3084","8596","25400","Tetap","2022-07-13","2022-07-13"
"77","2","10/16/2021","7258","1065","25800","Naik","2022-07-13","2022-07-13"
"78","2","10/17/2021","3676","1713","25300","Tetap","2022-07-13","2022-07-13"
"79","2","10/18/2021","8463","8922","25000","Tetap","2022-07-13","2022-07-13"
"80","2","10/19/2021","2679","4438","24750","Naik","2022-07-13","2022-07-13"
"81","2","10/20/2021","8878","8336","24500","Turun","2022-07-13","2022-07-13"
"82","2","10/21/2021","2535","8267","24250","Naik","2022-07-13","2022-07-13"
"83","2","10/22/2021","6694","5814","24250","Turun","2022-07-13","2022-07-13"
"84","2","10/23/2021","2528","7257","24000","Turun","2022-07-13","2022-07-13"
"85","2","10/24/2021","4174","7685","23600","Tetap","2022-07-13","2022-07-13"
"86","2","10/25/2021","9388","6648","21500","Naik","2022-07-13","2022-07-13"
"87","2","10/26/2021","2561","3036","21500","Tetap","2022-07-13","2022-07-13"
"88","2","10/27/2021","7586","6542","21100","Tetap","2022-07-13","2022-07-13"
"89","2","10/28/2021","3013","5879","21500","Naik","2022-07-13","2022-07-13"
"90","2","10/29/2021","4007","8920","21500","Turun","2022-07-13","2022-07-13"
"91","2","10/30/2021","7485","6528","21000","Naik","2022-07-13","2022-07-13"
"92","2","10/31/2021","1264","7160","20500","Turun","2022-07-13","2022-07-13"
"93","2","11/1/2021","8628","5189","19150","Turun","2022-07-13","2022-07-13"
"94","2","11/2/2021","2747","2214","18650","Tetap","2022-07-13","2022-07-13"
"95","2","11/3/2021","8243","2976","18700","Naik","2022-07-13","2022-07-13"
"96","2","11/4/2021","2827","5044","18900","Tetap","2022-07-13","2022-07-13"
"97","2","11/5/2021","1142","2870","18900","Tetap","2022-07-13","2022-07-13"
"98","2","11/6/2021","3493","2319","18500","Naik","2022-07-13","2022-07-13"
"99","2","11/7/2021","5307","4066","19000","Turun","2022-07-13","2022-07-13"
"100","2","11/8/2021","4429","2208","18650","Naik","2022-07-13","2022-07-13"
"101","2","11/9/2021","2308","4585","18650","Turun","2022-07-13","2022-07-13"
"102","2","11/10/2021","3396","3279","18000","Turun","2022-07-13","2022-07-13"
"103","2","11/11/2021","2172","2973","17000","Tetap","2022-07-13","2022-07-13"
"104","2","11/12/2021","5774","1724","17650","Naik","2022-07-13","2022-07-13"
"105","2","11/13/2021","5015","5212","17000","Tetap","2022-07-13","2022-07-13"
"106","2","11/14/2021","7995","5547","17600","Tetap","2022-07-13","2022-07-13"
"107","2","11/15/2021","5649","4555","18650","Naik","2022-07-13","2022-07-13"
"108","2","11/16/2021","1821","3461","19400","Turun","2022-07-13","2022-07-13"
"109","2","11/17/2021","6694","2482","19600","Naik","2022-07-13","2022-07-13"
"110","2","11/18/2021","8712","5838","19900","Turun","2022-07-13","2022-07-13"
"111","2","11/19/2021","6430","2977","20400","Turun","2022-07-13","2022-07-13"
"112","2","11/20/2021","8803","4598","20700","Tetap","2022-07-13","2022-07-13"
"113","2","11/21/2021","1152","1740","21400","Naik","2022-07-13","2022-07-13"
"114","2","11/22/2021","4373","5281","22750","Tetap","2022-07-13","2022-07-13"
"115","2","11/23/2021","9003","4300","23000","Tetap","2022-07-13","2022-07-13"
"116","2","11/24/2021","6436","4441","23600","Naik","2022-07-13","2022-07-13"
"117","2","11/25/2021","4545","3019","24250","Turun","2022-07-13","2022-07-13"
"118","2","11/26/2021","7430","2251","27000","Naik","2022-07-13","2022-07-13"
"119","2","11/27/2021","6886","5799","27900","Turun","2022-07-13","2022-07-13"
"120","2","11/28/2021","3925","3215","28700","Turun","2022-07-13","2022-07-13"
"121","2","11/29/2021","5725","4749","34650","Tetap","2022-07-13","2022-07-13"
"122","2","11/30/2021","3003","2533","36750","Naik","2022-07-13","2022-07-13"
"123","2","12/1/2021","5920","2673","38500","Tetap","2022-07-13","2022-07-13"
"124","2","12/2/2021","5039","4110","41000","Tetap","2022-07-13","2022-07-13"
"125","2","12/3/2021","8741","5450","43500","Naik","2022-07-13","2022-07-13"
"126","2","12/4/2021","1067","4202","45900","Turun","2022-07-13","2022-07-13"
"127","2","12/5/2021","3374","2461","48700","Naik","2022-07-13","2022-07-13"
"128","2","12/6/2021","2865","1266","52900","Turun","2022-07-13","2022-07-13"
"129","2","12/7/2021","2533","2350","52900","Turun","2022-07-13","2022-07-13"
"130","2","12/8/2021","5008","5284","52850","Tetap","2022-07-13","2022-07-13"
"131","2","12/9/2021","1354","3899","52650","Naik","2022-07-13","2022-07-13"
"132","2","12/10/2021","8402","3111","52650","Tetap","2022-07-13","2022-07-13"
"133","2","12/11/2021","5247","4825","58600","Tetap","2022-07-13","2022-07-13"
"134","2","12/12/2021","3064","1553","61200","Naik","2022-07-13","2022-07-13"
"135","2","12/13/2021","3959","2157","65250","Turun","2022-07-13","2022-07-13"
"136","2","12/14/2021","3136","4017","65900","Naik","2022-07-13","2022-07-13"
"137","2","12/15/2021","7595","5441","63000","Turun","2022-07-13","2022-07-13"
"138","2","12/16/2021","2485","1877","62150","Turun","2022-07-13","2022-07-13"
"139","2","12/17/2021","8331","4876","62400","Tetap","2022-07-13","2022-07-13"
"140","2","12/18/2021","6428","2961","63700","Naik","2022-07-13","2022-07-13"
"141","2","12/19/2021","7238","5161","64200","Tetap","2022-07-13","2022-07-13"
"142","2","12/20/2021","9115","4749","65250","Tetap","2022-07-13","2022-07-13"
"143","2","12/21/2021","8734","3702","65250","Naik","2022-07-13","2022-07-13"
"144","2","12/22/2021","9686","1204","65400","Turun","2022-07-13","2022-07-13"
"145","2","12/23/2021","7151","4366","65750","Naik","2022-07-13","2022-07-13"
"146","2","12/24/2021","7427","2702","70900","Turun","2022-07-13","2022-07-13"
"147","2","12/25/2021","9958","3624","68900","Turun","2022-07-13","2022-07-13"
"148","2","12/26/2021","4453","4036","65500","Tetap","2022-07-13","2022-07-13"
"149","2","12/27/2021","1266","2659","64750","Naik","2022-07-13","2022-07-13"
"150","2","12/28/2021","8464","5919","61750","Tetap","2022-07-13","2022-07-13"
"151","2","12/29/2021","8183","3457","60300","Tetap","2022-07-13","2022-07-13"
"152","2","12/30/2021","4132","3533","59650","Naik","2022-07-13","2022-07-13"
"153","2","12/31/2021","9603","5675","54900","Turun","2022-07-13","2022-07-13"
"154","2","1/1/2022","7279","1322","55200","Naik","2022-07-13","2022-07-13"
"155","2","1/2/2022","7889","4892","56900","Turun","2022-07-13","2022-07-13"
"156","2","1/3/2022","9256","2919","58400","Turun","2022-07-13","2022-07-13"
"157","2","1/4/2022","3305","4249","56650","Tetap","2022-07-13","2022-07-13"
"158","2","1/5/2022","3728","2086","49900","Naik","2022-07-13","2022-07-13"
"159","2","1/6/2022","3680","5555","44900","Tetap","2022-07-13","2022-07-13"
"160","2","1/7/2022","3685","3724","44250","Tetap","2022-07-13","2022-07-13"
"161","2","1/8/2022","5657","3055","44750","Naik","2022-07-13","2022-07-13"
"162","2","1/9/2022","7295","1043","44500","Turun","2022-07-13","2022-07-13"
"163","2","1/10/2022","8842","5044","44650","Naik","2022-07-13","2022-07-13"
"164","2","1/11/2022","2295","5627","43650","Turun","2022-07-13","2022-07-13"
"165","2","1/12/2022","5974","3359","44150","Turun","2022-07-13","2022-07-13"
"166","2","1/13/2022","7897","1354","44000","Tetap","2022-07-13","2022-07-13"
"167","2","1/14/2022","5152","1805","41750","Naik","2022-07-13","2022-07-13"
"168","2","1/15/2022","8667","5504","41200","Tetap","2022-07-13","2022-07-13"
"169","2","1/16/2022","5026","1172","40800","Tetap","2022-07-13","2022-07-13"
"170","2","1/17/2022","5206","2297","40250","Naik","2022-07-13","2022-07-13"
"171","2","1/18/2022","8022","3029","40250","Turun","2022-07-13","2022-07-13"
"172","2","1/19/2022","4143","1394","40250","Naik","2022-07-13","2022-07-13"
"173","2","1/20/2022","4267","3919","37000","Turun","2022-07-13","2022-07-13"
"174","2","1/21/2022","7375","2323","36250","Turun","2022-07-13","2022-07-13"
"175","2","1/22/2022","9562","2475","35900","Tetap","2022-07-13","2022-07-13"
"176","2","1/23/2022","5005","1011","33750","Naik","2022-07-13","2022-07-13"
"177","2","1/24/2022","8718","5080","31150","Tetap","2022-07-13","2022-07-13"
"178","2","1/25/2022","4555","3334","30650","Tetap","2022-07-13","2022-07-13"
"179","2","1/26/2022","5082","5897","29000","Naik","2022-07-13","2022-07-13"
"180","2","1/27/2022","1804","4419","26750","Turun","2022-07-13","2022-07-13"
"181","2","1/28/2022","8464","3802","27000","Naik","2022-07-13","2022-07-13"
"182","2","1/29/2022","5827","1150","27600","Turun","2022-07-13","2022-07-13"
"183","2","1/30/2022","5870","3969","27900","Turun","2022-07-13","2022-07-13"
"184","2","1/31/2022","3082","2095","28250","Tetap","2022-07-13","2022-07-13"
"185","2","2/1/2022","1745","1101","27900","Naik","2022-07-13","2022-07-13"
"186","2","2/2/2022","6127","1538","27750","Tetap","2022-07-13","2022-07-13"
"187","2","2/3/2022","5683","4905","29400","Tetap","2022-07-13","2022-07-13"
"188","2","2/4/2022","4125","6788","32650","Naik","2022-07-13","2022-07-13"
"189","2","2/5/2022","8220","9263","32000","Turun","2022-07-13","2022-07-13"
"190","2","2/6/2022","1043","4940","32750","Naik","2022-07-13","2022-07-13"
"191","2","2/7/2022","7206","6721","33750","Turun","2022-07-13","2022-07-13"
"192","2","2/8/2022","4736","2891","33000","Turun","2022-07-13","2022-07-13"
"193","2","2/9/2022","5663","9882","33250","Tetap","2022-07-13","2022-07-13"
"194","2","2/10/2022","9147","6039","32400","Naik","2022-07-13","2022-07-13"
"195","2","2/11/2022","2553","2986","31400","Tetap","2022-07-13","2022-07-13"
"196","2","2/12/2022","5220","7877","31500","Tetap","2022-07-13","2022-07-13"
"197","2","2/13/2022","8769","2621","31600","Naik","2022-07-13","2022-07-13"
"198","2","2/14/2022","6671","8524","31750","Turun","2022-07-13","2022-07-13"
"199","2","2/15/2022","4614","3550","33000","Naik","2022-07-13","2022-07-13"
"200","2","2/16/2022","7759","8231","35250","Turun","2022-07-13","2022-07-13"
"201","2","2/17/2022","7545","4818","34750","Turun","2022-07-13","2022-07-13"
"202","2","2/18/2022","8826","2339","34400","Tetap","2022-07-13","2022-07-13"
"203","2","2/19/2022","9215","6647","34900","Naik","2022-07-13","2022-07-13"
"204","2","2/20/2022","2562","4256","34600","Tetap","2022-07-13","2022-07-13"
"205","2","2/21/2022","7461","4486","35000","Tetap","2022-07-13","2022-07-13"
"206","2","2/22/2022","7760","1684","37150","Naik","2022-07-13","2022-07-13"
"207","2","2/23/2022","4122","6874","38900","Turun","2022-07-13","2022-07-13"
"208","2","2/24/2022","7681","3425","38250","Naik","2022-07-13","2022-07-13"
"209","2","2/25/2022","5078","2645","38400","Turun","2022-07-13","2022-07-13"
"210","2","2/26/2022","4781","2747","38900","Turun","2022-07-13","2022-07-13"
"211","2","2/27/2022","1743","9522","39200","Tetap","2022-07-13","2022-07-13"
"212","2","2/28/2022","1122","3218","41400","Naik","2022-07-13","2022-07-13"
"213","2","3/1/2022","7824","4304","44000","Tetap","2022-07-13","2022-07-13"
"214","2","3/2/2022","9975","7290","44650","Tetap","2022-07-13","2022-07-13"
"215","2","3/3/2022","2296","8974","45000","Naik","2022-07-13","2022-07-13"
"216","2","3/4/2022","4825","9269","46400","Turun","2022-07-13","2022-07-13"
"217","2","3/5/2022","7747","2394","47000","Naik","2022-07-13","2022-07-13"
"218","2","3/6/2022","6248","8366","47500","Turun","2022-07-13","2022-07-13"
"219","2","3/7/2022","9027","6263","48150","Turun","2022-07-13","2022-07-13"
"220","2","3/8/2022","3197","1281","47650","Tetap","2022-07-13","2022-07-13"
"221","2","3/9/2022","2700","8534","46000","Naik","2022-07-13","2022-07-13"
"222","2","3/10/2022","3479","4310","41150","Tetap","2022-07-13","2022-07-13"
"223","2","3/11/2022","2113","6980","42650","Tetap","2022-07-13","2022-07-13"
"224","2","3/12/2022","2824","1098","43200","Naik","2022-07-13","2022-07-13"
"225","2","3/13/2022","3300","5827","42100","Turun","2022-07-13","2022-07-13"
"226","2","3/14/2022","2733","6982","40150","Naik","2022-07-13","2022-07-13"
"227","2","3/15/2022","4914","5935","39000","Turun","2022-07-13","2022-07-13"
"228","2","3/16/2022","4032","7776","39000","Turun","2022-07-13","2022-07-13"
"229","2","3/17/2022","6578","5359","40150","Tetap","2022-07-13","2022-07-13"
"230","2","3/18/2022","3619","6786","41500","Naik","2022-07-13","2022-07-13"
"231","2","3/19/2022","6731","4339","41000","Tetap","2022-07-13","2022-07-13"
"232","2","3/20/2022","1427","6142","40250","Tetap","2022-07-13","2022-07-13"
"233","2","3/21/2022","2385","3029","37000","Naik","2022-07-13","2022-07-13"
"234","2","3/22/2022","7723","2221","36750","Turun","2022-07-13","2022-07-13"
"235","2","3/23/2022","7549","1479","36750","Naik","2022-07-13","2022-07-13"
"236","2","3/24/2022","9441","5981","36400","Turun","2022-07-13","2022-07-13"
"237","2","3/25/2022","4863","6481","36400","Turun","2022-07-13","2022-07-13"
"238","2","3/26/2022","6600","1246","35900","Tetap","2022-07-13","2022-07-13"
"239","2","3/27/2022","6007","1333","34500","Naik","2022-07-13","2022-07-13"
"240","2","3/28/2022","2537","4941","33150","Tetap","2022-07-13","2022-07-13"
"241","2","3/29/2022","9475","3300","33000","Tetap","2022-07-13","2022-07-13"
"242","2","3/30/2022","1748","4564","35750","Naik","2022-07-13","2022-07-13"
"243","2","3/31/2022","1777","4071","36750","Turun","2022-07-13","2022-07-13"
"244","2","4/1/2022","3259","1493","36750","Naik","2022-07-13","2022-07-13"
"245","2","4/2/2022","7881","8854","37250","Turun","2022-07-13","2022-07-13"
"246","2","4/3/2022","5854","7875","37900","Turun","2022-07-13","2022-07-13"
"247","2","4/4/2022","5553","4254","38500","Tetap","2022-07-13","2022-07-13"
"248","2","4/5/2022","6581","8177","40400","Naik","2022-07-13","2022-07-13"
"249","2","4/6/2022","9491","1450","39000","Tetap","2022-07-13","2022-07-13"
"250","2","4/7/2022","5458","8822","38400","Tetap","2022-07-13","2022-07-13"
"251","2","4/8/2022","1919","1662","35650","Naik","2022-07-13","2022-07-13"
"252","2","4/9/2022","6251","1814","35000","Turun","2022-07-13","2022-07-13"
"253","2","4/10/2022","5429","1646","33600","Naik","2022-07-13","2022-07-13"
"254","2","4/11/2022","3084","7204","29000","Turun","2022-07-13","2022-07-13"
"255","2","4/12/2022","7258","9082","29000","Turun","2022-07-13","2022-07-13"
"256","2","4/13/2022","3676","8536","29250","Tetap","2022-07-13","2022-07-13"
"257","2","4/14/2022","8463","6124","28250","Naik","2022-07-13","2022-07-13"
"258","2","4/15/2022","2679","3279","28900","Tetap","2022-07-13","2022-07-13"
"259","2","4/16/2022","8878","7298","29500","Tetap","2022-07-13","2022-07-13"
"260","2","4/17/2022","2535","7909","30200","Naik","2022-07-13","2022-07-13"
"261","2","4/18/2022","6694","3682","31000","Turun","2022-07-13","2022-07-13"
"262","2","4/19/2022","2528","5550","30750","Naik","2022-07-13","2022-07-13"
"263","2","4/20/2022","4174","7423","29750","Turun","2022-07-13","2022-07-13"
"264","2","4/21/2022","9388","7298","29750","Turun","2022-07-13","2022-07-13"
"265","2","4/22/2022","2561","1670","29000","Tetap","2022-07-13","2022-07-13"
"266","2","4/23/2022","7586","9180","29300","Naik","2022-07-13","2022-07-13"
"267","2","4/24/2022","3013","6453","30000","Tetap","2022-07-13","2022-07-13"
"268","2","4/25/2022","7621","8764","29500","Tetap","2022-07-13","2022-07-13"
"269","2","4/26/2022","6529","8318","30250","Naik","2022-07-13","2022-07-13"
"270","2","4/27/2022","3201","6134","31500","Turun","2022-07-13","2022-07-13"
"271","2","4/28/2022","5730","9220","29750","Naik","2022-07-13","2022-07-13"
"272","2","4/29/2022","7280","8500","29200","Turun","2022-07-13","2022-07-13"
"273","2","4/30/2022","7629","7785","28900","Turun","2022-07-13","2022-07-13"
